Fecha Ing Muestra,Muestra,Carta Camara,Fecha de Certificacion,Certificado,Fecha Factura,PtoVta,Letra,Numero Factura,Id,Razón Social,Laboratorios,Tipo analisis,Especies,Importe Solicitud
08-28-20,369277,61,09-04-20,483,09-07-20,4,FA,718,4281,NN,Semillas,Maíz,Maíz,$ 1700.00
08-28-20,369278,61,09-04-20,482,09-07-20,4,FA,718,4281,NN,Semillas,Maíz,Maíz,$ 1700.00
08-28-20,369279,61,09-04-20,481,09-07-20,4,FA,718,4281,NN,Semillas,Maíz,Maíz,$ 1700.00
08-28-20,369290,61,09-04-20,480,09-07-20,4,FA,718,4281,NN,Semillas,Maíz,Maíz,$ 1700.00
08-28-20,369291,61,09-04-20,479,09-07-20,4,FA,718,4281,NN,Semillas,Maíz,Maíz,$ 1700.00
08-28-20,369292,62,09-11-20,520,09-11-20,4,FA,729,4281,NN,Semillas,Girasol,Girasol,$ 1700.00
08-28-20,369293,63,09-04-20,474,09-04-20,4,FA,709,967,NN,Semillas,Soja,Soja,$ 1700.00
08-28-20,369294,63,09-04-20,473,09-04-20,4,FA,709,967,NN,Semillas,Soja,Soja,$ 1700.00
08-28-20,369295,64,09-04-20,476,09-04-20,4,FA,708,921,NN,Semillas,Soja,Soja,$ 1700.00
08-28-20,369296,64,09-04-20,475,09-04-20,4,FA,708,921,NN,Semillas,Soja,Soja,$ 1700.00
08-28-20,369297,65,09-04-20,478,09-04-20,4,FA,711,4038,NN,Semillas,Soja,Soja,$ 1700.00
08-28-20,369298,65,09-04-20,477,09-04-20,4,FA,711,4038,NN,Semillas,Soja,Soja,$ 1700.00
08-31-20,369308,66,09-08-20,507,09-14-20,4,FA,731,4715,NN,Semillas,Doble Poder,Soja,$ 3000.00
08-31-20,369309,67,09-08-20,511,09-08-20,4,FA,720,1371,NN,Semillas,Soja,Soja,$ 2050.00
08-31-20,369310,67,09-08-20,510,09-08-20,4,FA,720,1371,NN,Semillas,Soja,Soja,$ 2050.00
08-31-20,369311,67,09-08-20,509,09-08-20,4,FA,720,1371,NN,Semillas,Soja,Soja,$ 2050.00
08-31-20,369312,67,09-08-20,508,09-08-20,4,FA,720,1371,NN,Semillas,Soja,Soja,$ 2050.00
08-31-20,369313,67,09-11-20,517,09-11-20,4,FA,728,1371,NN,Semillas,Trigo,Trigo,$ 1700.00
09-03-20,369357,69,09-11-20,518,09-11-20,4,FB,18,4712,NN,Semillas,Soja,Soja,$ 1700.00
09-03-20,369368,70,09-11-20,519,09-14-20,4,FA,732,4365,NN,Semillas,Soja,Soja,$ 1700.00
09-07-20,369377,71,09-15-20,526,09-15-20,4,FA,735,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-07-20,369378,71,09-15-20,525,09-15-20,4,FA,735,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-07-20,369379,71,09-15-20,524,09-15-20,4,FA,735,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-07-20,369380,72,09-15-20,528,09-15-20,4,FA,736,3519,NN,Semillas,Soja,Soja,$ 1700.00
09-07-20,369381,72,09-15-20,527,09-15-20,4,FA,736,3519,NN,Semillas,Soja,Soja,$ 1700.00
09-07-20,369385,73,09-09-20,514,09-09-20,4,FA,724,4281,NN,Semillas,Gatton Panic,Gatton Panic,$ 2050.00
09-07-20,369386,73,09-09-20,513,09-09-20,4,FA,724,4281,NN,Semillas,Gatton Panic,Gatton Panic,$ 2050.00
09-07-20,369387,73,09-09-20,512,09-09-20,4,FA,724,4281,NN,Semillas,Gatton Panic,Gatton Panic,$ 2050.00
09-07-20,369399,74,09-15-20,529,09-15-20,4,FA,739,4339,NN,Semillas,Poder + Peso,Soja,$ 2200.00
09-07-20,369400,75,09-15-20,530,09-15-20,4,FA,738,3875,NN,Semillas,Poder + Peso,Soja,$ 2200.00
09-07-20,369401,76,09-15-20,531,09-15-20,4,FA,737,798,NN,Semillas,Soja,Soja,$ 1700.00
09-10-20,369402,83,09-17-20,538,09-17-20,4,FA,744,4717,NN,Semillas,Soja,Soja,$ 1700.00
09-10-20,369403,83,09-17-20,537,09-17-20,4,FA,744,4717,NN,Semillas,Soja,Soja,$ 1700.00
09-09-20,369404,77,09-17-20,540,09-17-20,4,FA,747,1398,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-09-20,369405,77,09-17-20,539,09-17-20,4,FA,747,1398,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-09-20,369406,78,09-21-20,560,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369407,78,09-21-20,559,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369408,78,09-21-20,558,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369409,78,09-21-20,557,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369410,78,09-21-20,556,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369411,78,09-21-20,555,09-21-20,4,FA,752,25,NN,Semillas,Fuerza Total,Maní,$ 2300.00
09-09-20,369412,78,09-21-20,554,09-21-20,4,FA,752,25,NN,Semillas,Maní,Maní,$ 2050.00
09-09-20,369413,79,09-17-20,536,09-17-20,4,FA,745,985,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-09-20,369414,79,09-17-20,535,09-17-20,4,FA,745,985,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-09-20,369415,79,09-17-20,534,09-17-20,4,FA,745,985,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-09-20,369416,80,09-10-20,516,09-11-20,4,FA,727,392,NN,Semillas,Soja,Soja,$ 2050.00
09-09-20,369417,80,09-10-20,515,09-11-20,4,FA,727,392,NN,Semillas,Soja,Soja,$ 2050.00
09-09-20,369418,81,09-17-20,533,09-17-20,4,FA,748,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-09-20,369419,81,09-17-20,532,09-17-20,4,FA,748,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-10-20,369420,82,09-17-20,542,09-17-20,4,FA,746,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-10-20,369421,82,09-17-20,541,09-17-20,4,FA,746,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-10-20,369426,84,09-18-20,549,09-21-20,4,FA,753,2106,NN,Semillas,Soja,Soja,$ 1700.00
09-10-20,369427,85,09-18-20,548,09-21-20,4,FA,755,3297,NN,Semillas,Soja,Soja,$ 1700.00
09-10-20,369428,85,09-18-20,547,09-21-20,4,FA,755,3297,NN,Semillas,Soja,Soja,$ 1700.00
09-10-20,369429,86,09-18-20,551,09-21-20,4,FA,754,1171,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-10-20,369430,86,09-18-20,550,09-21-20,4,FA,754,1171,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-11-20,369435,88,09-18-20,546,09-21-20,4,FA,751,967,NN,Semillas,Soja,Soja,$ 1700.00
09-11-20,369436,88,09-18-20,545,09-21-20,4,FA,751,967,NN,Semillas,Soja,Soja,$ 1700.00
09-11-20,369437,88,09-18-20,544,09-21-20,4,FA,751,967,NN,Semillas,Soja,Soja,$ 1700.00
09-11-20,369438,88,09-18-20,543,09-21-20,4,FA,751,967,NN,Semillas,Soja,Soja,$ 1700.00
09-14-20,369439,89,09-22-20,561,09-25-20,4,FA,770,354,NN,Semillas,Soja,Soja,$ 1700.00
09-16-20,369440,95,09-21-20,553,09-21-20,4,FA,750,4688,NN,Semillas,Maíz,Maíz,$ 1700.00
09-16-20,369441,95,09-21-20,552,09-21-20,4,FA,750,4688,NN,Semillas,Maíz,Maíz,$ 1700.00
09-15-20,369442,91,09-24-20,562,09-24-20,4,FA,758,392,NN,Semillas,Soja,Soja,$ 1700.00
09-15-20,369443,92,09-24-20,573,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369444,92,09-24-20,572,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369445,92,09-24-20,571,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369446,92,09-24-20,570,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369447,92,10-02-20,630,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369448,92,09-24-20,569,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369449,92,09-24-20,568,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369450,92,10-02-20,631,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369451,92,09-24-20,567,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369452,92,09-24-20,566,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369453,92,09-24-20,565,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369454,92,09-24-20,564,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369455,92,09-24-20,563,09-24-20,4,FA,758,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369456,92,10-02-20,632,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369457,92,10-02-20,633,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-15-20,369458,90,09-24-20,581,09-24-20,4,FA,760,1660,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-15-20,369459,93,09-24-20,580,09-24-20,4,FA,759,1414,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-15-20,369460,94,09-24-20,579,09-24-20,4,FA,762,2599,NN,Semillas,Doble Poder,Soja,$ 4000.00
09-16-20,369462,96,09-24-20,578,09-24-20,4,FA,761,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-16-20,369463,96,09-24-20,577,09-24-20,4,FA,761,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-16-20,369464,96,09-24-20,576,09-24-20,4,FA,761,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-16-20,369465,96,09-24-20,575,09-24-20,4,FA,761,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-16-20,369466,96,09-24-20,574,09-24-20,4,FA,761,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-17-20,369497,97,09-25-20,582,09-25-20,4,FA,771,1777,NN,Semillas,Soja,Soja,$ 1700.00
09-17-20,369498,97,09-25-20,583,09-25-20,4,FA,771,1777,NN,Semillas,Soja,Soja,$ 1700.00
09-17-20,369499,97,09-25-20,584,09-25-20,4,FA,771,1777,NN,Semillas,Soja,Soja,$ 1700.00
09-18-20,369527,98,09-25-20,585,09-25-20,4,FA,767,1856,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-18-20,369528,98,09-25-20,586,09-25-20,4,FA,767,1856,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-18-20,369529,98,09-25-20,587,09-25-20,4,FA,767,1856,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-18-20,369530,98,09-25-20,588,09-25-20,4,FA,767,1856,NN,Semillas,Poroto Mung,Poroto Mung,$ 2050.00
09-18-20,369531,99,09-28-20,601,09-29-20,4,FA,775,1856,NN,Semillas,Poroto,Poroto,$ 1700.00
09-18-20,369532,100,09-25-20,589,09-25-20,4,FA,769,1409,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-18-20,369533,100,09-25-20,590,09-25-20,4,FA,769,1409,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-18-20,369534,100,09-25-20,591,09-25-20,4,FA,769,1409,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-18-20,369535,101,09-25-20,592,09-25-20,4,FA,766,2861,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-18-20,369536,102,09-25-20,593,09-25-20,4,FA,765,4396,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-18-20,369537,102,09-25-20,594,09-25-20,4,FA,765,4396,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-18-20,369538,102,09-25-20,595,09-25-20,4,FA,765,4396,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-18-20,369539,103,09-25-20,596,09-25-20,4,FA,772,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-18-20,369540,103,09-25-20,597,09-25-20,4,FA,772,981,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-18-20,369541,104,09-25-20,598,09-25-20,4,FA,773,1160,NN,Semillas,Soja,Soja,$ 1700.00
09-18-20,369542,104,09-25-20,599,09-25-20,4,FA,773,1160,NN,Semillas,Soja,Soja,$ 1700.00
09-22-20,369544,109,09-25-20,600,09-25-20,4,FA,764,4721,NN,Semillas,Soja,Soja,$ 1700.00
09-21-20,369545,105,09-28-20,607,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369546,105,09-28-20,606,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369547,105,09-28-20,605,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369548,105,09-28-20,604,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369549,105,09-28-20,603,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369550,105,09-28-20,602,09-29-20,4,FA,774,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-21-20,369551,106,09-29-20,608,09-29-20,4,FA,777,1409,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-21-20,369557,107,09-29-20,613,09-29-20,4,FA,778,392,NN,Semillas,Poroto,Poroto,$ 1700.00
09-21-20,369558,107,09-29-20,612,09-29-20,4,FA,778,392,NN,Semillas,Poroto,Poroto,$ 1700.00
09-21-20,369559,107,09-29-20,611,09-29-20,4,FA,778,392,NN,Semillas,Poroto,Poroto,$ 1700.00
09-22-20,369560,108,09-29-20,610,09-29-20,4,FA,779,967,NN,Semillas,Soja,Soja,$ 1700.00
09-22-20,369561,108,09-29-20,609,09-29-20,4,FA,779,967,NN,Semillas,Soja,Soja,$ 1700.00
09-23-20,369562,110,10-01-20,615,10-02-20,4,FA,785,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-23-20,369563,110,10-01-20,614,10-02-20,4,FA,785,1856,NN,Semillas,Fuerza Total Curado,Soja,$ 2600.00
09-23-20,369564,111,10-01-20,617,10-02-20,4,FA,784,441,NN,Semillas,Soja,Soja,$ 1700.00
09-23-20,369565,111,10-01-20,616,10-02-20,4,FA,784,441,NN,Semillas,Fuerza Total Curado,Soja,$ 1700.00
09-24-20,369636,114,10-02-20,629,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369637,114,10-02-20,628,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369638,114,10-02-20,627,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369639,114,10-02-20,626,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369640,114,10-02-20,625,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369641,114,10-02-20,624,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369642,114,10-02-20,623,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369643,114,10-02-20,622,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369644,114,10-02-20,621,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369645,114,10-02-20,620,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369646,114,10-02-20,619,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369647,114,10-02-20,618,10-05-20,4,FA,790,9350,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-24-20,369648,112,10-06-20,654,10-07-20,4,FA,792,4673,NN,Semillas,Fuerza Total,Moha,$ 2300.00
09-24-20,369649,112,10-06-20,653,10-07-20,4,FA,792,4673,NN,Semillas,Fuerza Total,Moha,$ 2300.00
09-24-20,369650,113,10-02-20,635,10-05-20,4,FA,788,3337,NN,Semillas,Fuerza Total,Soja,$ 2300.00
09-28-20,369652,117,10-05-20,652,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369653,117,10-05-20,651,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369654,117,10-05-20,650,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369655,117,10-05-20,649,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369656,117,10-05-20,648,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369657,117,10-05-20,647,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369658,117,10-05-20,646,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369659,117,10-05-20,645,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-25-20,369674,116,10-02-20,642,10-05-20,4,FA,787,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-25-20,369675,116,10-02-20,641,10-05-20,4,FA,787,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-25-20,369676,116,10-02-20,640,10-05-20,4,FA,787,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-25-20,369677,116,10-02-20,639,10-05-20,4,FA,787,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-29-20,369678,119,10-07-20,655,10-08-20,4,FA,793,4717,NN,Semillas,Soja,Soja,$ 1700.00
09-25-20,369680,115,10-02-20,638,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-25-20,369681,115,10-02-20,637,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-25-20,369682,115,10-02-20,636,10-05-20,4,FA,787,392,NN,Semillas,Semilla Vital Para Soja,Soja,$ 3000.00
09-28-20,369687,117,10-05-20,644,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369688,117,10-05-20,643,10-06-20,4,FA,791,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
09-28-20,369689,118,10-02-20,634,10-05-20,4,FA,789,4281,NN,Semillas,Gatton Panic,Gatton Panic,$ 2050.00
10-05-20,369690,133,10-13-20,690,10-13-20,4,FA,810,4735,NN,Semillas,Fuerza Total Curado,Soja,$ 3600.00
10-01-20,369691,120,10-09-20,668,10-09-20,4,FA,800,1878,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369692,120,10-09-20,667,10-09-20,4,FA,800,1878,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369694,121,10-09-20,666,10-09-20,4,FA,803,3954,NN,Semillas,Poder + Peso,Soja,$ 3300.00
10-01-20,369695,122,10-13-20,681,10-13-20,4,FA,811,25,NN,Semillas,Maní,Maní,$ 2050.00
10-01-20,369696,122,10-13-20,680,10-13-20,4,FA,811,25,NN,Semillas,Poder + Peso,Maní,$ 2050.00
10-01-20,369697,122,10-13-20,679,10-13-20,4,FA,811,25,NN,Semillas,Maní,Maní,$ 2050.00
10-01-20,369698,123,10-09-20,665,10-09-20,4,FA,797,275,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369699,123,10-09-20,664,10-09-20,4,FA,797,275,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369700,124,10-09-20,663,10-09-20,4,FA,799,1311,NN,Semillas,Doble Poder,Soja,$ 4000.00
10-01-20,369701,124,10-09-20,662,10-09-20,4,FA,799,1311,NN,Semillas,Doble Poder,Soja,$ 4000.00
10-01-20,369702,124,10-09-20,661,10-09-20,4,FA,799,1311,NN,Semillas,Doble Poder,Soja,$ 4000.00
10-01-20,369703,125,10-09-20,660,10-09-20,4,FA,802,680,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369704,125,10-09-20,659,10-09-20,4,FA,802,680,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369705,125,10-09-20,658,10-09-20,4,FA,802,680,NN,Semillas,Soja,Soja,$ 1700.00
10-01-20,369706,126,10-08-20,656,10-08-20,4,FA,795,680,NN,Semillas,Maíz,Maíz,$ 1700.00
10-01-20,369763,127,10-09-20,657,10-09-20,4,FA,801,9261,NN,Semillas,Fuerza Total,Soja,$ 2300.00
10-02-20,369765,128,10-09-20,678,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369766,128,10-09-20,677,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369767,128,10-09-20,676,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369768,128,10-09-20,675,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369769,128,10-09-20,674,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369770,128,10-09-20,673,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-02-20,369771,128,10-09-20,672,10-09-20,4,FA,798,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-05-20,369772,129,10-13-20,704,10-13-20,4,FA,805,354,NN,Semillas,Soja,Soja,$ 1700.00
10-05-20,369773,130,10-13-20,706,10-13-20,4,FA,808,1897,NN,Semillas,Soja,Soja,$ 1700.00
10-05-20,369774,132,10-13-20,705,10-13-20,4,FA,808,1897,NN,Semillas,Maíz,Maíz,$ 1700.00
10-05-20,369775,131,10-13-20,703,10-13-20,4,FA,806,392,NN,Semillas,Fuerza Total,Soja,$ 2300.00
10-05-20,369776,131,10-13-20,702,10-13-20,4,FA,806,392,NN,Semillas,Fuerza Total,Soja,$ 2300.00
10-05-20,369777,131,10-13-20,701,10-13-20,4,FA,806,392,NN,Semillas,Fuerza Total,Soja,$ 2300.00
10-05-20,369778,134,10-13-20,700,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369779,134,10-13-20,699,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369780,134,10-13-20,698,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369781,134,10-13-20,697,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369782,134,10-13-20,696,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369783,134,10-13-20,695,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369784,134,10-13-20,694,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369785,134,10-13-20,693,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369786,134,10-13-20,692,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-05-20,369787,134,10-13-20,691,10-13-20,4,FA,809,4237,NN,Semillas,Soja,Soja,$ 2050.00
10-06-20,369788,135,10-14-20,707,10-15-20,4,FA,818,4740,NN,Semillas,Soja,Soja,$ 1700.00
10-06-20,369789,136,10-13-20,689,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369790,136,10-13-20,688,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369791,136,10-13-20,687,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369792,136,10-13-20,686,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369793,136,10-13-20,685,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369794,136,10-13-20,684,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369795,136,10-13-20,683,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369796,136,10-13-20,682,10-13-20,4,FA,807,760,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
10-06-20,369797,138,10-16-20,776,10-16-20,4,FA,822,1779,NN,Semillas,Trigo,Trigo,$ 1700.00
10-06-20,369798,138,10-14-20,711,10-15-20,4,FA,819,1779,NN,Semillas,Soja,Soja,$ 1700.00
10-06-20,369799,138,10-14-20,710,10-15-20,4,FA,819,1779,NN,Semillas,Soja,Soja,$ 1700.00
10-06-20,369800,138,10-14-20,709,10-15-20,4,FA,819,1779,NN,Semillas,Soja,Soja,$ 1700.00
10-06-20,369801,138,10-14-20,708,10-15-20,4,FA,819,1779,NN,Semillas,Soja,Soja,$ 1700.00
10-06-20,369802,137,10-14-20,714,10-15-20,4,FA,820,760,NN,Semillas,Fuerza Total,Soja,$ 4000.00
10-06-20,369803,137,10-14-20,713,10-15-20,4,FA,820,760,NN,Semillas,Fuerza Total,Soja,$ 4000.00
10-06-20,369804,137,10-14-20,712,10-15-20,4,FA,820,760,NN,Semillas,Fuerza Total,Soja,$ 4000.00
10-07-20,369806,139,10-15-20,725,10-15-20,4,FA,817,4557,NN,Semillas,Doble Poder,Soja,$ 3000.00
10-07-20,369807,139,10-15-20,724,10-15-20,4,FA,817,4557,NN,Semillas,Doble Poder,Soja,$ 3000.00
10-07-20,369808,139,10-15-20,723,10-15-20,4,FA,817,4557,NN,Semillas,Doble Poder,Soja,$ 3000.00
10-07-20,369809,139,10-15-20,722,10-15-20,4,FA,817,4557,NN,Semillas,Doble Poder,Soja,$ 3000.00
