fecha_ing_muestra,id_muestra,carta_camara,fecha_de_certificacion,certificado,fecha_factura,ptovta,letra,numero_factura,id_cliente,razon_social,laboratorios,tipo_analisis,especies,importe_solicitud,anio
2021-04-15,374637,312.0,2021-04-23,1255,2021-04-23,4,FA,1158,4312,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374701,313.0,2021-04-28,1262,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374702,313.0,2021-04-28,1261,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374703,313.0,2021-04-28,1260,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374704,313.0,2021-04-28,1259,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374705,313.0,2021-04-28,1258,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-22,374706,313.0,2021-04-28,1257,2021-04-28,4,FA,1162,392,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-26,374879,314.0,2021-05-04,1263,2021-05-06,4,FA,1173,4396,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-27,374906,315.0,2021-05-07,1265,2021-05-10,4,FA,1181,4237,NN,Semillas,Convenio Syngenta Trigo,Trigo,2800.0,2021
2021-04-27,374907,315.0,2021-05-07,1264,2021-05-10,4,FA,1181,4237,NN,Semillas,Convenio Syngenta Trigo,Trigo,2800.0,2021
2021-04-29,374916,316.0,2021-05-11,1277,2021-05-11,4,FA,1186,2120,NN,Semillas,Triticale,Triticale,2100.0,2021
2021-04-29,375151,317.0,2021-05-07,1268,2021-05-10,4,FA,1180,1864,NN,Semillas,Fuerza Total Curado,Trigo,3300.0,2021
2021-04-29,375152,317.0,2021-05-11,1276,2021-05-11,4,FA,1185,1864,NN,Semillas,Fuerza Total Curado,Trigo,3300.0,2021
2021-04-29,375153,317.0,2021-05-07,1267,2021-05-10,4,FA,1180,1864,NN,Semillas,Fuerza Total Curado,Trigo,3300.0,2021
2021-04-29,375154,317.0,2021-05-10,1275,2021-05-11,4,FA,1185,1864,NN,Semillas,Fuerza Total,Centeno,2900.0,2021
2021-04-30,375159,318.0,2021-05-07,1274,2021-05-10,4,FA,1178,760,NN,Semillas,Fuerza Total Curado,Soja,3300.0,2021
2021-04-30,375160,319.0,2021-05-07,1273,2021-05-10,4,FA,1178,760,NN,Semillas,Fuerza Total,Trigo,4700.0,2021
2021-04-30,375161,320.0,2021-05-07,1272,2021-05-10,4,FA,1178,760,NN,Semillas,Maíz,Maíz,2100.0,2021
2021-04-30,375162,320.0,2021-05-07,1271,2021-05-10,4,FA,1178,760,NN,Semillas,Maíz,Maíz,2100.0,2021
2021-04-30,375244,321.0,2021-05-07,1270,2021-05-10,4,FA,1177,4396,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-04-30,375245,321.0,2021-05-07,1269,2021-05-10,4,FA,1177,4396,NN,Semillas,Trigo,Trigo,2100.0,2021
2021-05-04,375301,322.0,2021-05-13,1286,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375302,322.0,2021-05-13,1285,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375303,322.0,2021-05-13,1284,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375304,322.0,2021-05-13,1283,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375305,322.0,2021-05-13,1282,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375306,322.0,2021-05-13,1281,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375307,322.0,2021-05-13,1280,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375308,322.0,2021-05-13,1279,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-04,375309,322.0,2021-05-13,1278,2021-05-13,4,FA,1191,4797,NN,Semillas,Fuerza Total,Soja,2900.0,2021
2021-05-07,375441,323.0,2021-05-14,1287,2021-05-15,4,FA,1194,760,NN,Semillas,Fuerza Total,Trigo,2900.0,2021
2021-05-10,375442,324.0,2021-05-18,1288,2021-05-19,4,FA,1204,1293,NN,Semillas,Soja,Soja,2100.0,2021
2021-05-14,375528,325.0,2021-05-21,1294,2021-05-26,4,FA,1207,4108,NN,Semillas,Pack Integral,Poroto,5300.0,2021
2021-05-14,375529,325.0,2021-05-21,1293,2021-05-26,4,FA,1207,4108,NN,Semillas,Pack Integral,Poroto,5300.0,2021
2021-05-14,375530,325.0,2021-05-21,1292,2021-05-26,4,FA,1207,4108,NN,Semillas,Pack Integral,Poroto,5300.0,2021
2021-05-17,375538,326.0,2021-05-26,1296,2021-05-26,4,FA,1211,1856,NN,Semillas,Trigo,Trigo,2600.0,2021
2021-05-17,375539,326.0,2021-05-26,1295,2021-05-26,4,FA,1211,1856,NN,Semillas,Trigo,Trigo,2600.0,2021
2021-05-18,375544,328.0,2021-06-02,1320,2021-06-03,4,FA,1223,104,NN,Semillas,Fuerza Total Curado,Sorgo,3300.0,2021
2021-05-18,375545,328.0,2021-06-02,1319,2021-06-03,4,FA,1223,104,NN,Semillas,Fuerza Total Curado,Sorgo,3300.0,2021
2021-05-18,375549,327.0,2021-05-19,1291,2021-05-19,4,FA,1203,4835,NN,Semillas,Soja,Soja,1300.0,2021
2021-05-18,375550,327.0,2021-05-19,1290,2021-05-19,4,FA,1203,4835,NN,Semillas,Soja,Soja,1300.0,2021
2021-05-18,375551,327.0,2021-05-19,1289,2021-05-19,4,FA,1203,4835,NN,Semillas,Soja,Soja,1300.0,2021
2021-05-18,375552,328.0,2021-06-02,1318,2021-06-03,4,FA,1223,104,NN,Semillas,Fuerza Total Curado,Sorgo,3300.0,2021
2021-05-18,375553,328.0,2021-06-02,1317,2021-06-03,4,FA,1223,104,NN,Semillas,Fuerza Total Curado,Sorgo,3300.0,2021
2021-05-19,375563,329.0,2021-05-28,1298,2021-05-31,4,FA,1212,392,NN,Semillas,Convenio Syngenta Trigo,Trigo,2800.0,2021
2021-05-19,375564,329.0,2021-05-28,1297,2021-05-31,4,FA,1212,392,NN,Semillas,Convenio Syngenta Trigo,Trigo,2800.0,2021
2021-05-19,375565,330.0,2021-05-28,1301,2021-05-31,4,FA,1212,392,NN,Semillas,Poroto,Poroto,2100.0,2021
2021-05-19,375566,330.0,2021-05-28,1300,2021-05-31,4,FA,1212,392,NN,Semillas,Poroto,Poroto,2100.0,2021
2021-05-19,375567,330.0,2021-05-28,1299,2021-05-31,4,FA,1212,392,NN,Semillas,Poroto,Poroto,2100.0,2021
2021-05-20,375571,331.0,2021-05-31,1316,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375572,331.0,2021-05-31,1315,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375573,331.0,2021-05-31,1314,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375574,331.0,2021-05-31,1313,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375575,331.0,2021-05-31,1312,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375576,331.0,2021-05-31,1311,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375577,331.0,2021-05-31,1310,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375578,331.0,2021-05-31,1309,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375579,331.0,2021-05-31,1308,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375580,331.0,2021-05-31,1307,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375581,331.0,2021-05-31,1306,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375582,331.0,2021-05-31,1305,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375583,331.0,2021-05-31,1304,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375584,331.0,2021-05-31,1303,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-20,375585,331.0,2021-05-31,1302,2021-06-01,4,FA,1219,25,NN,Semillas,Maníí,Maníí,2600.0,2021
2021-05-21,375621,332.0,2021-06-11,1370,2021-06-14,4,FA,1232,3660,NN,Semillas,Semilla Vital,Coriandro,3800.0,2021
2021-05-26,375636,333.0,2021-06-03,1322,2021-06-04,4,FA,1224,4849,NN,Semillas,¿Cuántos Kilos Siembro?,Soja,4000.0,2021
2021-05-26,375637,333.0,2021-06-03,1321,2021-06-04,4,FA,1224,4849,NN,Semillas,¿Cuántos Kilos Siembro?,Soja,4000.0,2021
2021-05-28,375674,334.0,2021-06-04,1340,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375675,334.0,2021-06-04,1339,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375676,334.0,2021-06-04,1338,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375677,334.0,2021-06-04,1337,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375678,334.0,2021-06-04,1336,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375679,334.0,2021-06-04,1335,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375680,334.0,2021-06-04,1334,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375681,334.0,2021-06-04,1333,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375682,334.0,2021-06-04,1332,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375683,334.0,2021-06-04,1331,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375684,334.0,2021-06-04,1330,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375685,334.0,2021-06-04,1329,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375686,334.0,2021-06-04,1328,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375687,334.0,2021-06-04,1327,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375688,334.0,2021-06-04,1326,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375689,334.0,2021-06-04,1325,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375690,334.0,2021-06-04,1324,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-05-28,375691,334.0,2021-06-04,1323,2021-06-07,4,FA,1225,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2800.0,2021
2021-06-02,375719,337.0,2021-06-08,1346,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-02,375720,337.0,2021-06-08,1345,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-02,375721,337.0,2021-06-08,1344,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-02,375722,337.0,2021-06-08,1343,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-02,375723,337.0,2021-06-08,1342,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-02,375724,337.0,2021-06-08,1341,2021-06-09,4,FA,1229,4237,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2400.0,2021
2021-06-01,375725,335.0,2021-06-08,1356,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375726,335.0,2021-06-08,1355,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375727,335.0,2021-06-08,1354,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375728,335.0,2021-06-08,1353,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375729,335.0,2021-06-08,1352,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375730,335.0,2021-06-08,1351,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375731,335.0,2021-06-10,1357,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375732,335.0,2021-06-08,1350,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375733,335.0,2021-06-08,1349,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375734,335.0,2021-06-08,1348,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-01,375735,335.0,2021-06-08,1347,2021-06-11,4,FA,1231,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-02,375736,336.0,2021-06-14,1407,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375737,336.0,2021-06-14,1406,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375738,336.0,2021-06-14,1405,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375739,336.0,2021-06-14,1404,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375740,336.0,2021-06-14,1403,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375741,336.0,2021-06-14,1402,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375742,336.0,2021-06-14,1401,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375743,336.0,2021-06-14,1400,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375744,336.0,2021-06-14,1399,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375745,336.0,2021-06-14,1398,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375746,336.0,2021-06-14,1397,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375747,336.0,2021-06-14,1396,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375748,336.0,2021-06-14,1395,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375749,336.0,2021-06-14,1394,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375750,336.0,2021-06-14,1393,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375751,336.0,2021-06-14,1392,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375752,336.0,2021-06-14,1391,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375753,336.0,2021-06-14,1390,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375754,336.0,2021-06-14,1389,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375755,336.0,2021-06-14,1388,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375756,336.0,2021-06-14,1387,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375757,336.0,2021-06-14,1386,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375758,336.0,2021-06-14,1385,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375759,336.0,2021-06-14,1384,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375760,336.0,2021-06-14,1383,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375761,336.0,2021-06-14,1382,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375762,336.0,2021-06-14,1381,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375763,336.0,2021-06-14,1380,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375764,336.0,2021-06-14,1379,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375765,336.0,2021-06-14,1378,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375766,336.0,2021-06-14,1377,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375767,336.0,2021-06-14,1376,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375768,336.0,2021-06-14,1375,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375769,336.0,2021-06-14,1374,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375770,336.0,2021-06-14,1373,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375771,336.0,2021-06-14,1372,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-02,375772,336.0,2021-06-14,1371,2021-06-15,4,FA,1239,25,NN,Semillas,Maníí,Maníí,2800.0,2021
2021-06-03,375773,338.0,2021-06-11,1360,2021-06-14,4,FA,1234,4738,NN,Semillas,Fuerza Total Curado,Soja,3400.0,2021
2021-06-03,375774,338.0,2021-06-11,1359,2021-06-14,4,FA,1234,4738,NN,Semillas,Fuerza Total Curado,Soja,3400.0,2021
2021-06-03,375775,339.0,2021-06-11,1358,2021-06-14,4,FA,1235,4737,NN,Semillas,Fuerza Total Curado,Soja,3400.0,2021
2021-06-03,375823,340.0,2021-06-15,1411,2021-06-16,4,FA,1243,392,NN,Semillas,Trigo,Trigo,2300.0,2021
2021-06-03,375824,340.0,2021-06-15,1410,2021-06-16,4,FA,1243,392,NN,Semillas,Trigo,Trigo,2300.0,2021
2021-06-03,375825,340.0,2021-06-15,1409,2021-06-16,4,FA,1243,392,NN,Semillas,Trigo,Trigo,2300.0,2021
2021-06-03,375826,340.0,2021-06-15,1408,2021-06-16,4,FA,1243,392,NN,Semillas,Trigo,Trigo,2300.0,2021
2021-06-04,375827,341.0,2021-06-11,1369,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375828,341.0,2021-06-11,1368,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375829,341.0,2021-06-11,1367,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375830,341.0,2021-06-11,1366,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375831,341.0,2021-06-11,1365,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375832,341.0,2021-06-11,1364,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375833,341.0,2021-06-11,1363,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375834,341.0,2021-06-11,1362,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-04,375835,341.0,2021-06-11,1361,2021-06-14,4,FA,1233,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375841,342.0,2021-06-16,1418,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375842,342.0,2021-06-16,1417,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375843,342.0,2021-06-16,1416,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375844,342.0,2021-06-16,1415,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375845,342.0,2021-06-16,1414,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375846,342.0,2021-06-16,1413,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-08,375847,342.0,2021-06-16,1412,2021-06-17,4,FA,1244,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-11,375885,343.0,2021-06-18,1423,2021-06-23,4,FA,1249,760,NN,Semillas,Doble Poder,Trigo,4100.0,2021
2021-06-11,375886,344.0,2021-06-18,1420,2021-06-22,4,FA,1246,4339,NN,Semillas,Soja,Soja,2300.0,2021
2021-06-11,375887,344.0,2021-06-18,1419,2021-06-22,4,FA,1246,4339,NN,Semillas,Soja,Soja,2300.0,2021
2021-06-11,375888,345.0,2021-06-18,1422,2021-06-22,4,FA,1247,3875,NN,Semillas,Soja,Soja,2300.0,2021
2021-06-11,375889,345.0,2021-06-18,1421,2021-06-22,4,FA,1247,3875,NN,Semillas,Soja,Soja,2300.0,2021
2021-06-14,375891,346.0,2021-06-30,1458,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375892,346.0,2021-06-30,1457,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375893,346.0,2021-06-30,1456,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375894,346.0,2021-06-30,1455,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375895,346.0,2021-06-30,1454,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375896,346.0,2021-06-30,1453,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375897,346.0,2021-06-30,1452,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375898,346.0,2021-06-30,1451,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375899,346.0,2021-06-30,1450,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375900,346.0,2021-06-30,1449,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375901,346.0,2021-06-30,1448,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375902,346.0,2021-06-30,1447,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375903,346.0,2021-06-30,1446,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375904,346.0,2021-06-30,1445,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375905,346.0,2021-06-30,1444,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375906,346.0,2021-06-30,1443,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375907,346.0,2021-06-30,1442,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375908,346.0,2021-07-05,1521,2021-07-08,4,FA,1279,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375909,346.0,2021-06-30,1441,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375910,346.0,2021-06-30,1440,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375911,346.0,2021-06-30,1439,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375912,346.0,2021-07-05,1520,2021-07-08,4,FA,1279,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375913,346.0,2021-06-30,1438,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375914,346.0,2021-06-30,1437,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375915,346.0,2021-07-06,1519,2021-07-08,4,FA,1279,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
2021-06-14,375916,346.0,2021-06-30,1436,2021-06-30,4,FA,1263,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3300.0,2021
